
Fecha;APORTA;;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2000-05-28;10.000,00;0;10.039,92;622354740;9.083,06;206277082;17.748,15;39467799;10.117,26;10007693;10.086,04;705382558;10.117,78;344244481;10.039,83;23896612
2000-05-29;10.000,00;0;10.051,00;622995782;9.092,19;206484270;17.828,10;39645586;10.133,85;10024099;10.086,44;705410697;10.128,42;344595265;10.050,28;23921468
2000-05-30;10.000,00;0;10.054,56;623393253;9.085,24;206326448;17.834,98;39660902;10.137,62;10027829;10.088,31;705839102;10.131,29;344692901;10.049,36;23919788
2000-05-31;10.000,00;0;10.058,21;623607561;9.084,00;206298254;17.845,21;39736812;10.139,02;10029214;10.091,78;706081869;10.137,64;344909175;10.050,96;23923595
2000-06-01;10.000,00;0;10.056,72;597220408;9.093,79;206520710;17.816,16;39672124;10.138,55;10028747;10.102,78;706851775;10.137,46;344903082;10.075,44;23981860
2000-06-02;10.000,00;0;10.060,93;597470446;9.097,00;206593681;17.834,36;39712659;10.141,74;10031902;10.107,66;707193100;10.141,54;345041773;10.082,12;23997762
2000-06-03;10.000,00;0;10.060,93;597470446;9.097,00;206593681;17.834,36;39712659;10.141,74;10031902;10.107,66;707193100;10.141,54;345041773;10.082,12;23997762
2000-06-04;10.000,00;0;10.060,93;597470446;9.097,00;206593681;17.834,36;39712659;10.141,74;10031902;10.107,66;707193100;10.141,54;345041773;10.082,12;23997762
2000-06-05;10.000,00;0;10.096,42;599578389;9.108,94;206864697;17.788,22;39609928;10.155,32;10045340;10.114,01;707637198;10.154,77;345491870;10.078,65;23989507
2000-06-06;10.000,00;0;10.094,84;599484622;9.108,76;206860708;17.793,44;39621551;10.159,95;10049913;10.145,92;709869816;10.161,72;345728192;10.082,20;23997948
2000-06-07;10.000,00;0;10.098,75;599716443;9.117,20;207052360;17.841,91;39729481;10.164,22;10054146;10.144,41;709764151;10.168,85;342772090;10.095,75;24030197
2000-06-08;10.000,00;0;10.102,99;599968611;9.137,38;207510598;17.818,38;39677074;10.200,54;10090071;10.138,65;709361265;10.173,32;342632041;10.092,84;24023284
2000-06-09;10.000,00;0;10.107,75;600251140;9.120,95;206184501;17.801,55;39639606;10.204,46;10093948;10.148,55;705418785;10.177,02;342689218;10.104,23;23982501
2000-06-10;10.000,00;0;10.107,75;600251140;9.120,95;206184501;17.801,55;39639606;10.204,46;10093948;10.148,55;705418785;10.177,02;342689218;10.104,23;23982501
2000-06-11;10.000,00;0;10.107,75;600251140;9.120,95;206184501;17.801,55;39639606;10.204,46;10093948;10.148,55;705418785;10.177,02;342689218;10.104,23;23982501
2000-06-12;10.000,00;0;10.118,69;600900808;9.155,13;206957245;17.890,15;39836901;10.208,93;10098366;10.154,74;705848666;10.185,54;342976328;10.124,04;24029522
2000-06-13;10.000,00;0;10.116,15;600749915;9.114,32;206034715;17.865,00;39780891;10.212,30;10101702;10.152,48;705691519;10.186,19;342998078;10.118,52;24016402
2000-06-14;10.000,00;0;10.118,74;600903911;9.115,99;206072518;17.878,27;39810434;10.215,31;9886276;10.154,46;705829524;10.191,70;343183732;10.123,05;24027161
2000-06-15;10.000,00;0;10.120,76;682167415;9.141,74;236091413;17.880,98;40198049;10.217,93;9888814;10.147,55;1002699037;10.193,35;470162600;10.122,73;113473828
2000-06-16;10.000,00;0;10.123,61;682359384;9.126,61;235700719;17.848,00;40123919;10.219,90;9890716;10.149,53;1002894890;10.197,04;470563018;10.123,36;113480818
2000-06-17;10.000,00;0;10.123,61;682359384;9.126,61;235700719;17.848,00;40123919;10.219,90;9890716;10.149,53;1002894890;10.197,04;470563018;10.123,36;113480818
2000-06-18;10.000,00;0;10.123,61;682359384;9.126,61;235700719;17.848,00;40123919;10.219,90;9890716;10.149,53;1002894890;10.197,04;470563018;10.123,36;113480818
2000-06-19;10.000,00;0;10.123,61;682359384;9.126,61;235700719;17.848,00;40123919;10.219,90;9890716;10.149,53;1002894890;10.197,04;470563018;10.123,36;113480818
2000-06-20;10.000,00;0;10.143,64;682712985;9.150,04;236305791;17.897,33;40234815;10.230,58;9901052;10.179,32;1005838597;10.207,45;471043583;10.142,11;113691035
2000-06-21;10.000,00;0;10.142,29;682622197;9.152,26;235817975;17.928,84;40305656;10.232,58;9902988;10.181,13;1006016902;10.211,27;471219822;10.145,85;113732922
2000-06-22;10.000,00;0;10.145,56;682842149;9.181,20;236563535;17.953,57;40361244;10.265,09;9934451;10.183,04;1006206230;10.213,33;471393796;10.131,44;113571442
2000-06-23;10.000,00;0;10.147,59;682978733;9.196,81;236965761;17.982,28;40425773;10.267,07;9936368;10.185,26;1006424982;10.216,44;471556303;10.243,03;114932243
2000-06-24;10.000,00;0;10.147,59;682978733;9.196,81;236965761;17.982,28;40425773;10.267,07;9936368;10.185,26;1006424982;10.216,44;471556303;10.243,03;114932243
2000-06-25;10.000,00;0;10.147,59;682978733;9.196,81;236965761;17.982,28;40425773;10.267,07;9936368;10.185,26;1006424982;10.216,44;471556303;10.243,03;114932243
2000-06-26;10.000,00;0;10.147,59;682978733;9.196,81;236965761;17.982,28;40425773;10.267,07;9936368;10.185,26;1006424982;10.216,44;471556303;10.243,03;114932243
2000-06-27;10.000,00;0;10.162,01;684070659;9.199,22;237027710;17.996,82;40458465;10.278,18;9947121;10.192,67;1007157611;10.227,04;472045780;10.250,77;115019026
2000-06-28;10.000,00;0;10.161,61;684137713;9.196,56;237186887;17.950,68;40407696;10.280,03;9948910;10.190,62;1006955174;10.232,74;472308633;10.245,88;114973936
2000-06-29;10.000,00;0;10.164,10;684599338;9.197,93;237222044;17.991,11;40498700;10.282,34;9951141;10.192,93;1007832069;10.232,84;472328851;10.249,59;115129283
2000-06-30;10.000,00;0;10.167,40;684785882;9.232,26;238107538;17.963,93;40437514;10.284,72;9953448;10.194,73;1008009450;10.241,67;472820104;10.255,12;115191350
2000-07-01;10.000,00;0;10.167,40;684785882;9.232,26;238107538;17.963,93;40437514;10.284,72;9953448;10.194,73;1008009450;10.241,67;472820104;10.255,12;115191350
2000-07-02;10.000,00;0;10.167,40;684785882;9.232,26;238107538;17.963,93;40437514;10.284,72;9953448;10.194,73;1008009450;10.241,67;472820104;10.255,12;115191350
2000-07-03;10.000,00;0;10.189,76;644987705;9.223,15;237872559;18.029,28;40584636;10.304,14;9972247;10.202,37;1008765591;10.291,93;435023694;10.267,87;115334552
2000-07-04;10.000,00;0;10.191,06;645069636;9.245,58;238451113;18.002,35;40523999;10.305,89;9973939;10.204,25;1008951409;10.300,04;435366376;10.268,42;115340724
2000-07-05;10.000,00;0;10.195,20;645331895;9.247,88;238510280;18.040,76;40610475;10.310,35;9978258;10.233,10;1011804174;10.306,47;435638474;10.302,83;115727216
2000-07-06;10.000,00;0;10.196,44;645410791;9.237,18;238234398;17.984,95;40484852;10.317,96;9985622;10.251,91;1013432112;10.309,36;435760438;10.315,28;115867129
2000-07-07;10.000,00;0;10.199,66;645614122;9.242,79;238379160;18.003,59;40526795;10.321,88;9989410;10.253,96;1006742810;10.314,25;431483691;10.318,05;115898172
2000-07-08;10.000,00;0;10.199,66;645614122;9.242,79;238379160;18.003,59;40526795;10.321,88;9989410;10.253,96;1006742810;10.314,25;431483691;10.318,05;115898172
2000-07-09;10.000,00;0;10.199,66;645614122;9.242,79;238379160;18.003,59;40526795;10.321,88;9989410;10.253,96;1006742810;10.314,25;431483691;10.318,05;115898172
2000-07-10;10.000,00;0;10.214,24;646537024;9.245,05;237870155;18.047,75;40626205;10.332,93;10000105;10.265,34;1007859898;10.321,82;431800251;10.332,08;116055841
2000-07-11;10.000,00;0;10.214,91;646400887;9.235,48;237624037;18.059,63;40652946;10.336,57;9785319;10.255,70;1006913146;10.324,22;431866902;10.321,27;115866483
2000-07-12;10.000,00;0;10.214,92;556844495;9.249,30;191294186;18.019,86;40563435;10.340,40;9788951;10.259,44;1007308238;10.331,84;432185645;10.323,40;115890342
2000-07-13;10.000,00;0;10.219,02;557067829;9.256,06;191433958;18.070,93;40553885;10.350,59;9798590;10.259,87;1007350201;10.338,52;432465251;10.325,93;115918777
2000-07-14;10.000,00;0;10.221,50;830142489;9.265,34;407712691;18.028,06;40457677;10.353,11;11769107;10.266,09;1557926193;10.342,74;487869430;10.332,00;160238824
2000-07-15;10.000,00;0;10.221,50;830142489;9.265,34;407712691;18.028,06;40457677;10.353,11;11769107;10.266,09;1557926193;10.342,74;487869430;10.332,00;160238824
2000-07-16;10.000,00;0;10.221,50;830142489;9.265,34;407712691;18.028,06;40457677;10.353,11;11769107;10.266,09;1557926193;10.342,74;487869430;10.332,00;160238824
2000-07-17;10.000,00;0;10.266,98;833836074;9.278,04;407264220;18.036,96;40477637;10.362,56;11779852;10.272,00;1558823692;10.351,90;488301714;10.341,61;160387963
2000-07-18;10.000,00;0;10.300,97;836605194;9.275,29;407143670;18.056,69;40521926;10.365,91;11783654;10.285,18;1560823257;10.351,64;488289159;10.354,08;160581327
2000-07-19;10.000,00;0;10.304,77;836913773;9.282,82;407474130;18.072,47;40557327;10.369,19;11787381;10.283,82;1560617518;10.355,04;488504092;10.363,02;160719936
2000-07-20;10.000,00;0;10.306,45;837050218;9.290,31;407802747;18.080,97;40576411;10.372,93;11791633;10.310,26;1564629907;10.357,99;488757766;10.385,63;161070681
2000-07-21;10.000,00;0;10.311,29;837338592;9.289,23;408167388;18.100,89;40621110;10.375,83;11794932;10.314,83;1565323282;10.360,81;489085117;10.390,93;161152808
2000-07-22;10.000,00;0;10.311,29;837338592;9.289,23;408167388;18.100,89;40621110;10.375,83;11794932;10.314,83;1565323282;10.360,81;489085117;10.390,93;161152808
2000-07-23;10.000,00;0;10.311,29;837338592;9.289,23;408167388;18.100,89;40621110;10.375,83;11794932;10.314,83;1565323282;10.360,81;489085117;10.390,93;161152808
2000-07-24;10.000,00;0;10.320,95;838321264;9.307,91;408988469;18.118,16;40659869;10.385,69;11806138;10.323,89;1566698081;10.373,96;489724530;10.445,89;162005167
2000-07-25;10.000,00;0;10.324,30;838728833;9.310,00;409080174;18.122,88;40670467;10.388,54;11809384;10.325,61;1566959310;10.387,49;490455463;10.442,68;161955399
2000-07-26;10.000,00;0;10.325,72;839067541;9.309,72;409196690;18.114,17;40650925;10.425,34;11851215;10.328,08;1567333024;10.397,72;490957873;10.454,92;162383084
2000-07-27;10.000,00;0;10.332,15;839541810;9.317,04;409518690;18.145,31;40773974;10.428,57;11854882;10.349,47;1570097940;10.401,02;491103009;10.473,38;162669808
2000-07-28;10.000,00;0;10.333,50;839994964;9.330,06;410117963;18.107,84;40689773;10.431,82;11858582;10.351,10;1574860820;10.407,29;491398849;10.475,04;162695572
2000-07-29;10.000,00;0;10.333,50;839994964;9.330,06;410117963;18.107,84;40689773;10.431,82;11858582;10.351,10;1574860820;10.407,29;491398849;10.475,04;162695572
2000-07-30;10.000,00;0;10.333,50;839994964;9.330,06;410117963;18.107,84;40689773;10.431,82;11858582;10.351,10;1574860820;10.407,29;491398849;10.475,04;162695572
2000-07-31;10.000,00;0;10.343,58;840773887;9.328,88;410066332;18.155,46;40796763;10.441,22;11869268;10.349,89;1574677157;10.419,01;492169931;10.474,88;162693130
2000-08-01;10.000,00;0;10.342,56;840690719;9.330,52;410138258;18.155,38;40796596;10.449,73;11878939;10.338,15;1572890433;10.422,39;492329473;10.475,50;162702795
2000-08-02;10.000,00;0;10.430,03;847800391;9.324,66;409880863;18.170,59;40830766;10.452,53;11882126;10.350,07;1574704132;10.421,61;492292721;10.478,34;162746797
2000-08-03;10.000,00;0;10.418,16;846835972;9.329,04;410073344;18.136,56;40754306;10.456,18;11886277;10.358,48;1575984351;10.425,13;492459038;10.484,60;162844103
2000-08-04;10.000,00;0;10.415,03;846581093;9.338,89;410506351;18.141,72;40765889;10.470,40;11902435;10.363,37;1574467429;10.436,49;492995470;10.488,20;162899930
2000-08-05;10.000,00;0;10.415,03;846581093;9.338,89;410506351;18.141,72;40765889;10.470,40;11902435;10.363,37;1574467429;10.436,49;492995470;10.488,20;162899930
2000-08-06;10.000,00;0;10.415,03;846581093;9.338,89;410506351;18.141,72;40765889;10.470,40;11902435;10.363,37;1574467429;10.436,49;492995470;10.488,20;162899930
2000-08-07;10.000,00;0;10.398,03;845199598;9.347,50;410924133;18.170,02;40829496;10.480,05;11913404;10.369,96;1575467537;10.448,28;489047863;10.499,10;163069311
2000-08-08;10.000,00;0;10.437,36;848396212;9.344,98;410813324;18.159,00;40804722;10.483,71;11917566;10.384,43;1577667021;10.451,07;489111347;10.513,97;163300263
2000-08-09;10.000,00;0;10.460,15;850248853;9.352,47;411142657;18.175,12;40840947;10.486,04;11920214;10.386,79;1533843491;10.454,65;489275892;10.509,77;162564952
2000-08-10;10.000,00;0;10.464,64;850614223;9.357,32;411367066;18.172,48;40835013;10.489,46;11705918;10.387,39;1533630502;10.453,13;489205021;10.517,81;162689381
2000-08-11;10.000,00;0;10.468,68;843429264;9.364,43;409316002;18.162,51;40688021;10.492,33;11709124;10.391,11;1534196316;10.457,10;489390745;10.519,67;162718182
2000-08-12;10.000,00;0;10.468,68;843429264;9.364,43;409316002;18.162,51;40688021;10.492,33;11709124;10.391,11;1534196316;10.457,10;489390745;10.519,67;162718182
2000-08-13;10.000,00;0;10.468,68;843429264;9.364,43;409316002;18.162,51;40688021;10.492,33;11709124;10.391,11;1534196316;10.457,10;489390745;10.519,67;162718182
2000-08-14;10.000,00;0;10.481,87;930198989;9.373,66;409719540;18.214,97;40805550;10.500,76;11718530;10.389,20;1652684424;10.467,46;581561409;10.516,92;209025876
2000-08-15;10.000,00;0;10.481,87;930198989;9.373,66;409719540;18.214,97;40805550;10.500,76;11718530;10.389,20;1652684424;10.467,46;581561409;10.516,92;209025876
2000-08-16;10.000,00;0;10.495,94;931447246;9.382,17;410091567;18.241,72;40865457;10.505,99;11724372;10.390,64;1650896331;10.468,65;581661028;10.516,54;209018273
2000-08-17;10.000,00;0;10.544,64;935769445;9.380,45;410016128;18.215,80;40807398;10.509,11;11727856;10.392,28;1651156681;10.472,99;582004478;10.518,73;209061673
2000-08-18;10.000,00;0;10.549,24;936177248;9.384,66;410200193;18.240,19;40862041;10.512,79;11731961;10.400,92;1652530610;10.475,11;582122155;10.528,20;209249971
2000-08-19;10.000,00;0;10.549,24;936177248;9.384,66;410200193;18.240,19;40862041;10.512,79;11731961;10.400,92;1652530610;10.475,11;582122155;10.528,20;209249971
2000-08-20;10.000,00;0;10.549,24;936177248;9.384,66;410200193;18.240,19;40862041;10.512,79;11731961;10.400,92;1652530610;10.475,11;582122155;10.528,20;209249971
2000-08-21;10.000,00;0;10.558,02;936956102;9.388,14;410352206;18.210,55;40795649;10.521,48;11741652;10.413,07;1654460165;10.482,49;582624774;10.537,24;209506813
2000-08-22;10.000,00;0;10.557,04;1052886514;9.386,47;410279328;18.240,20;40862065;10.523,42;11743819;10.418,13;1655264079;10.481,22;582553957;10.539,21;209545963
2000-08-23;10.000,00;0;10.553,87;1052571237;9.385,57;410239961;18.226,72;40831861;10.527,38;11748237;10.405,57;1653268825;10.484,62;582892067;10.535,19;209477525
2000-08-24;10.000,00;0;10.562,20;1053426989;9.388,83;410382535;18.262,62;40912282;10.530,29;11751485;10.411,97;1654285077;10.493,07;583446536;10.539,61;209619948
2000-08-25;10.000,00;0;10.551,37;1052362390;9.389,50;411383936;18.224,44;40826750;10.532,50;11753954;10.412,93;1654371212;10.494,39;583519852;10.535,76;209635649
2000-08-26;10.000,00;0;10.551,37;1052362390;9.389,50;411383936;18.224,44;40826750;10.532,50;11753954;10.412,93;1654371212;10.494,39;583519852;10.535,76;209635649
2000-08-27;10.000,00;0;10.551,37;1052362390;9.389,50;411383936;18.224,44;40826750;10.532,50;11753954;10.412,93;1654371212;10.494,39;583519852;10.535,76;209635649
2000-08-28;10.000,00;0;10.566,47;1053883580;9.395,61;411651815;18.241,48;40864919;10.540,95;11763384;10.418,56;1655265846;10.499,38;583815557;10.548,72;209893528
2000-08-29;10.000,00;0;10.562,48;1053678786;9.394,20;411590032;18.262,04;40963757;10.543,35;11766057;10.414,41;1654606070;10.499,77;583951944;10.551,96;209957937
2000-08-30;10.000,00;0;10.689,68;1066368380;9.424,37;412925201;18.313,30;41078752;10.547,89;11831255;10.442,89;1665653447;10.515,40;585097391;10.580,21;210519947
2000-08-31;10.000,00;0;10.690,02;1067037319;9.427,21;413049397;18.328,07;41111871;10.550,85;11834572;10.445,45;1666060888;10.517,11;585178414;10.587,14;210657892
2000-09-01;10.000,00;0;10.695,97;1067631179;9.422,24;412831514;18.338,90;41136173;10.548,11;11831499;10.447,38;1593535872;10.520,70;585377942;10.588,64;210687868
2000-09-02;10.000,00;0;10.695,97;1067631179;9.422,24;412831514;18.338,90;41136173;10.548,11;11831499;10.447,38;1593535872;10.520,70;585377942;10.588,64;210687868
2000-09-03;10.000,00;0;10.695,97;1067631179;9.422,24;412831514;18.338,90;41136173;10.548,11;11831499;10.447,38;1593535872;10.520,70;585377942;10.588,64;210687868
2000-09-04;10.000,00;0;10.695,97;1067631179;9.422,24;412831514;18.338,90;41136173;10.548,11;11831499;10.447,38;1593535872;10.520,70;585377942;10.588,64;210687868
2000-09-05;10.000,00;0;10.699,43;1067976713;9.430,68;413201606;18.335,75;41129108;10.560,05;11844895;10.462,29;1595808808;10.529,26;585854272;10.606,29;211038996
2000-09-06;10.000,00;0;10.702,66;1068298899;9.428,16;413091124;18.357,52;41177930;10.563,35;11848589;10.470,97;1597133197;10.527,97;585782836;10.615,74;211226925
2000-09-07;10.000,00;0;10.703,40;1060488534;9.431,30;413228456;18.360,76;41185198;10.567,25;11634749;10.496,75;1588830521;10.534,13;580931029;10.636,90;210627630
2000-09-08;10.000,00;0;10.683,80;1058547004;9.431,47;410871943;18.281,86;40875679;10.568,75;11636409;10.493,58;1588351489;10.535,04;580914147;10.621,31;210318770
2000-09-09;10.000,00;0;10.683,80;1058547004;9.431,47;410871943;18.281,86;40875679;10.568,75;11636409;10.493,58;1588351489;10.535,04;580914147;10.621,31;210318770
2000-09-10;10.000,00;0;10.683,80;1058547004;9.431,47;410871943;18.281,86;40875679;10.568,75;11636409;10.493,58;1588351489;10.535,04;580914147;10.621,31;210318770
2000-09-11;10.000,00;0;10.701,82;1060332135;9.449,17;411643001;18.305,97;40929586;10.576,99;11645479;10.459,90;1583252694;10.547,40;581561673;10.588,80;209674982
2000-09-12;10.000,00;0;10.700,18;1060170018;9.444,11;411422868;18.300,37;40917065;10.581,77;11650741;10.489,07;1587762767;10.544,62;581408314;10.584,42;209588352
2000-09-13;10.000,00;0;10.704,58;1061330232;9.437,96;411169059;18.318,46;40957502;10.585,31;11654638;10.472,61;1585271695;10.541,99;581263456;10.570,55;209313729
2000-09-14;10.000,00;0;10.722,24;1063080432;9.440,09;411261877;18.374,62;41083076;10.586,76;23079250;10.470,21;1584907731;10.542,22;581430911;10.565,03;284684220
2000-09-15;10.000,00;0;10.722,47;1063103761;9.449,84;461934297;18.372,89;41079199;10.606,50;23122270;10.463,21;1694074854;10.552,45;605867290;10.590,52;285371032
2000-09-16;10.000,00;0;10.722,47;1063103761;9.449,84;461934297;18.372,89;41079199;10.606,50;23122270;10.463,21;1694074854;10.552,45;605867290;10.590,52;285371032
2000-09-17;10.000,00;0;10.722,47;1063103761;9.449,84;461934297;18.372,89;41079199;10.606,50;23122270;10.463,21;1694074854;10.552,45;605867290;10.590,52;285371032
2000-09-18;10.000,00;0;10.722,47;1063103761;9.449,84;461934297;18.372,89;41079199;10.606,50;23122270;10.463,21;1694074854;10.552,45;605867290;10.590,52;285371032
2000-09-19;10.000,00;0;10.722,47;1063103761;9.449,84;461934297;18.372,89;41079199;10.606,50;23122270;10.463,21;1694074854;10.552,45;605867290;10.590,52;285371032
2000-09-20;10.000,00;0;10.735,99;1064443873;9.472,20;462023911;18.406,45;41154239;10.621,55;23155085;10.479,10;1696646842;10.570,58;606908547;10.608,36;285851686
2000-09-21;10.000,00;0;10.725,77;1063431011;9.467,56;461797712;18.346,95;41021218;10.626,85;23166633;10.476,48;1697471474;10.572,33;607073607;10.604,83;285756477
2000-09-22;10.000,00;0;10.734,29;1064276029;9.447,23;461722353;18.419,50;41183427;10.615,95;23142877;10.471,83;1696718125;10.566,43;606773787;10.599,84;285859645
2000-09-23;10.000,00;0;10.734,29;1064276029;9.447,23;461722353;18.419,50;41183427;10.615,95;23142877;10.471,83;1696718125;10.566,43;606773787;10.599,84;285859645
2000-09-24;10.000,00;0;10.734,29;1064276029;9.447,23;461722353;18.419,50;41183427;10.615,95;23142877;10.471,83;1696718125;10.566,43;606773787;10.599,84;285859645
2000-09-25;10.000,00;0;10.749,10;1065744165;9.454,47;462076229;18.460,11;41274221;10.628,38;23169983;10.478,24;1697757634;10.574,81;607439661;10.609,61;286123264
2000-09-26;10.000,00;0;10.734,70;1064259492;9.458,27;462262357;18.357,42;41044625;10.629,26;23171897;10.484,96;1698846008;10.577,13;607572883;10.614,69;286320177
2000-09-27;10.000,00;0;10.747,34;1065617284;9.453,41;462024713;18.434,70;41217413;10.620,26;23152265;10.483,00;1698528223;10.583,89;608194255;10.614,64;286461847
2000-09-28;10.000,00;0;10.749,16;1066039931;9.455,17;462246342;18.435,68;41272871;10.626,97;23166910;10.487,98;1705708811;10.585,39;608302152;10.623,45;286599426
2000-09-29;10.000,00;0;10.753,15;1066938251;9.462,59;462608981;18.445,76;41295446;10.636,25;23187141;10.480,75;1704533910;10.587,48;608620154;10.611,57;286278848
2000-09-30;10.000,00;0;10.753,15;1066938251;9.462,59;462608981;18.445,76;41295446;10.636,25;23187141;10.480,75;1704533910;10.587,48;608620154;10.611,57;286278848
2000-10-01;10.000,00;0;10.753,15;1066938251;9.462,59;462608981;18.445,76;41295446;10.636,25;23187141;10.480,75;1704533910;10.587,48;608620154;10.611,57;286278848
2000-10-02;10.000,00;0;10.761,41;1067757790;9.493,76;464132921;18.444,37;41292344;10.656,29;23230825;10.491,91;1706348435;10.599,12;609288859;10.621,50;286546711
2000-10-03;10.000,00;0;10.765,79;1068191745;9.494,85;464186052;18.444,32;41292220;10.657,36;23233150;10.486,87;1705529500;10.604,31;609587519;10.616,77;309416520
2000-10-04;10.000,00;0;10.774,00;1069006801;9.501,75;464523422;18.452,71;41311005;10.655,13;23228282;10.483,64;1705002983;10.614,66;610182353;10.619,68;309501207
2000-10-05;10.000,00;0;10.775,16;1069121781;9.503,01;464585212;18.452,60;41310764;10.657,22;23232849;10.550,02;1686483005;10.617,88;610367727;10.672,12;311029689
2000-10-06;10.000,00;0;10.777,03;1069307256;9.511,33;464991679;18.465,55;41339745;10.674,47;23270445;10.546,91;1685985554;10.616,41;605059160;10.674,74;311105983
2000-10-07;10.000,00;0;10.777,03;1069307256;9.511,33;464991679;18.465,55;41339745;10.674,47;23270445;10.546,91;1685985554;10.616,41;605059160;10.674,74;311105983
2000-10-08;10.000,00;0;10.777,03;1069307256;9.511,33;464991679;18.465,55;41339745;10.674,47;23270445;10.546,91;1685985554;10.616,41;605059160;10.674,74;311105983
2000-10-09;10.000,00;0;10.777,03;1069307256;9.511,33;464991679;18.465,55;41339745;10.674,47;23270445;10.546,91;1685985554;10.616,41;605059160;10.674,74;311105983
2000-10-10;10.000,00;0;10.792,97;1070888855;9.528,34;465823522;18.505,81;41429884;10.681,44;23066990;10.570,86;1678943920;10.636,37;606196564;10.702,14;310879926
2000-10-11;10.000,00;0;10.796,38;1070597353;9.537,69;466632014;18.526,27;41475686;10.696,88;23100341;10.571,06;1678985892;10.641,37;606414190;10.694,08;310645769
2000-10-12;10.000,00;0;10.802,01;1063394787;9.541,93;466839362;18.536,40;41498359;10.702,63;23112767;10.572,51;1679215527;10.647,91;606786942;10.692,00;310585554
2000-10-13;10.000,00;0;10.822,35;1129271627;9.552,04;467334015;18.550,25;41529383;10.713,94;23068503;10.581,05;1853403752;10.657,99;677994462;10.705,47;310976892
2000-10-14;10.000,00;0;10.822,35;1129271627;9.552,04;467334015;18.550,25;41529383;10.713,94;23068503;10.581,05;1853403752;10.657,99;677994462;10.705,47;310976892
2000-10-15;10.000,00;0;10.822,35;1129271627;9.552,04;467334015;18.550,25;41529383;10.713,94;23068503;10.581,05;1853403752;10.657,99;677994462;10.705,47;310976892
2000-10-16;10.000,00;0;10.832,43;1130323400;9.563,00;465491568;18.582,94;41602546;10.721,15;23084029;10.588,68;1854738972;10.669,75;678742329;10.713,51;311210267
2000-10-17;10.000,00;0;10.848,46;1131996162;9.562,80;465481868;18.574,17;41582921;10.726,14;23094773;10.606,46;1857853574;10.671,91;678918613;10.735,29;311843028
2000-10-18;10.000,00;0;10.856,51;1132836713;9.571,07;465884251;18.585,49;41608267;10.731,72;23106797;10.618,12;1859895657;10.677,65;679278663;10.749,44;312265887
2000-10-19;10.000,00;0;10.846,53;1131795333;9.572,55;486287113;18.588,63;41615301;10.735,95;23115887;10.622,08;1860589836;10.684,17;679835357;10.752,21;312492859
2000-10-20;10.000,00;0;10.863,36;1133551198;9.579,11;486620004;18.611,70;41666936;10.747,06;23139816;10.618,01;1859876481;10.683,39;679849688;10.769,13;313092046
2000-10-21;10.000,00;0;10.863,36;1133551198;9.579,11;486620004;18.611,70;41666936;10.747,06;23139816;10.618,01;1859876481;10.683,39;679849688;10.769,13;313092046
2000-10-22;10.000,00;0;10.863,36;1133551198;9.579,11;486620004;18.611,70;41666936;10.747,06;23139816;10.618,01;1859876481;10.683,39;679849688;10.769,13;313092046
2000-10-23;10.000,00;0;10.878,32;1135111656;9.596,26;487887267;18.640,26;41730884;10.763,70;23175648;10.634,85;1862826179;10.699,46;681039357;10.790,81;313722320
2000-10-24;10.000,00;0;10.881,78;1135472683;9.595,60;487853562;18.652,97;41759331;10.759,38;23166344;10.638,56;1863477311;10.708,80;681761409;10.794,19;313875587
2000-10-25;10.000,00;0;10.903,40;1179272888;9.597,73;487962187;18.663,54;41782996;10.765,59;23180687;10.649,13;1865328765;10.712,21;681978250;10.808,77;314443700
2000-10-26;10.000,00;0;10.909,21;1180001675;9.607,62;488464650;18.672,42;41856107;10.778,39;23266011;10.648,88;1865285121;10.718,34;682368448;10.804,27;314312689
2000-10-27;10.000,00;0;10.913,12;1180642731;9.614,25;488802000;18.714,18;41949716;10.783,18;23305372;10.650,09;1865496260;10.721,60;682576309;10.805,74;314355560
2000-10-28;10.000,00;0;10.913,12;1180642731;9.614,25;488802000;18.714,18;41949716;10.783,18;23305372;10.650,09;1865496260;10.721,60;682576309;10.805,74;314355560
2000-10-29;10.000,00;0;10.913,12;1180642731;9.614,25;488802000;18.714,18;41949716;10.783,18;23305372;10.650,09;1865496260;10.721,60;682576309;10.805,74;314355560
2000-10-30;10.000,00;0;10.921,82;1181767236;9.617,94;484173682;18.750,60;42031341;10.792,28;23325024;10.659,30;1873373881;10.733,35;683435273;10.795,40;314054719
2000-10-31;10.000,00;0;10.932,20;1183305461;9.621,65;481029343;18.748,89;42027513;10.799,29;23340173;10.662,47;1873930461;10.735,96;683607922;10.798,35;314140402
2000-11-01;10.000,00;0;10.932,20;1183305461;9.621,65;481029343;18.748,89;42027513;10.799,29;23340173;10.662,47;1873930461;10.735,96;683607922;10.798,35;314140402
2000-11-02;10.000,00;0;10.941,57;1184319435;9.626,92;481293035;18.849,97;42254095;10.808,52;23360123;10.696,26;1879868742;10.745,15;684193094;10.843,48;315453465
